Name,Current price,Change(%),Open,High,Low,Volume
TILE SHOP HOLDINGS INC.,6.05,10.82,6.12,6.14,5.91,55719
KORU MEDICAL SYSTEMS INC.,2.54,2.42,2.45,2.6,2.43,55648
BITFUFU INC.,4.48,11.75,4.5,4.75,4.32,55631
CALAMOS DYNAMIC CONVERTIBLE &,22.78,11.34,22.89,23.12,22.72,55417
BIOCERES CROP SOLUTIONS,10.0,11.57,10.18,10.41,9.97,55315
LAKESIDE HOLDING,3.19,4.25,2.9,3.3,2.8,55226
DIVERSIFIED HEALTHCARE TRUST 6.25% SEN,15.1,10.66,15.15,15.2,14.98,55067
VIRTRA INC.,7.7,11.41,7.81,7.91,7.59,54733
RIGETTI COMPUTING,0.1,116.6,0.11,0.1124,0.0901,54678
RIGEL PHARMACEUTICALS INC.,10.21,12.11,10.5,10.5,9.92,54533
FREQUENCY ELECTRONICS INC.,11.89,12.38,11.68,12.31,11.54,54348
RBB BANCORP,21.27,0.0,21.19,21.48,21.19,54036
ACURX PHARMACEUTICALS INC.,1.88,11.05,2.11,2.11,1.72,54020
NIOCORP DEVELOPMENTS,1.76,11.68,1.79,1.82,1.75,53986
CYCLACEL PHARMACEUTICALS INC.,1.42,12.07,1.45,1.48,1.37,53472
ALTI GLOBAL INC.,3.77,11.05,3.87,4.04,3.72,53385
ABACUS LIFE INC.,10.59,3.22,10.11,10.97,10.11,53370
ICLICK INTERACTIVE ASIA GROUP,3.49,25.99,2.95,3.49,2.95,53299
ECARX HOLDINGS INC.,1.65,2.48,1.61,1.65,1.61,53290
ALERUS FINANCIAL,20.96,0.58,20.86,21.05,20.69,53195
VIVANI MEDICAL INC.,1.18,1.72,1.16,1.19,1.16,52753
IDEAL POWER INC.,9.35,3.43,9.04,9.58,8.06,52734
INVO BIOSCIENCE INC.,0.8968,10.32,0.923,0.9478,0.8652,52613
DIGIMARC CORP.,28.47,12.43,29.18,29.29,28.44,52373
ITURAN LOCATION AND CONTROL,26.21,0.34,26.03,26.25,25.81,52252
AIMFINITY INVESTMENT,11.41,0.0,11.41,11.41,11.41,52060
IO BIOTECH INC.,1.41,12.08,1.42,1.44,1.4,51999
GRAPHJET TECHNOLOGY,2.14,14.89,2.2,2.27,2.1,51828
GAXOS.AI INC.,2.18,1.87,2.15,2.31,2.11,51638
SOUNDTHINKING INC.,14.26,12.33,14.3,14.35,14.15,51606
SHORE BANCSHARES INC.,12.86,10.39,12.89,13.17,12.73,51511
NUWELLIS INC.,2.54,13.42,2.58,2.77,2.5,51501
STARDUST POWER INC.,12.9,1.49,12.5,13.12,11.76,51442
MCGRATH RENTCORP,99.91,10.04,100.24,100.62,99.23,51266
SOLARMAX TECHNOLOGY INC.,3.09,16.93,3.26,3.39,3.01,51196
ANIKA THERAPEUTICS INC.,25.68,0.0,25.19,26.59,25.19,51061
NEUROBO PHARMACEUTICALS INC.,3.6,15.26,3.8,4.02,3.6,50804
IN8BIO INC.,0.6989,2.16,0.6998,0.728,0.6838,50522
ADAMAS ONE CORP.,0.4228,15.52,0.4241,0.437,0.3598,50488
MINGZHU LOGISTICS HLD.,1.07,15.31,1.09,1.16,1.07,50335
TOP KINGWIN LTD,0.2076,0.0,0.2225,0.2275,0.2,50319
SOW GOOD INC.,16.27,14.96,16.96,17.5,15.75,50313
SOPHIA GENETICS SA,3.24,13.57,3.4,3.53,3.1,50213
NEXXEN INTERNATIONAL,6.92,0.0,7.0,7.0,6.71,50043
NKGEN BIOTECH INC.,0.99,12.94,1.04,1.05,0.98,49974
HEMPACCO CO. INC.,0.48,112.9,0.5511,0.57,0.46,49635
CARTESIAN THERAPEUTICS INC.,13.37,3.89,12.91,14.11,12.8,49521
QCR HOLDINGS INC.,70.11,10.48,70.19,70.59,69.31,49513
NOVA MINERALS LTD.,5.7,12.87,5.7,6.27,5.2,49497
OSI SYSTEMS INC.,139.73,0.07,139.74,141.35,138.29,49483
MERCANTILE BANK,41.53,12.12,42.26,42.44,41.32,49303
ECO WAVE POWER GLOBAL AB (PUBL) ADS,3.71,13.39,3.84,3.95,3.5,49296
SENECA FOODS CORP.,60.39,3.28,58.02,60.39,57.26,49176
DIAMEDICA THERAPEUTICS INC.,3.55,5.97,3.39,3.67,3.38,49032
22ND CENTURY GROUP INC,0.681,0.37,0.68,0.6949,0.6602,48996
NORTHEAST BANK,64.13,11.46,65.53,65.72,63.27,48969
INNOVATIVE EYEWEAR INC.,3.67,15.9,3.87,4.0,3.61,48943
MINGTENG INTERNATIONAL,4.28,8.35,4.0,4.28,3.91,48883
TH INTERNATIONAL,0.6499,4.82,0.6412,0.67,0.6124,48777
THE RMR GROUP INC.,24.29,10.37,24.38,24.42,24.2,48538
CASS INFORMATION SYSTEMS INC,40.24,1.59,39.62,40.26,39.24,48404
U.S. GOLD CORP.,5.16,0.19,5.21,5.21,5.06,48243
MF INTERNATIONAL,0.5699,10.02,0.58,0.5999,0.55,47995
PODCASTONE INC.,1.64,13.89,1.41,1.65,1.34,47944
HUTCHMED (CHINA),19.87,0.1,19.85,20.22,19.71,47896
NEXT TECHNOLOGY HOLDING INC.,1.16,7.41,1.07,1.17,1.07,47884
GAIA INC.,4.06,14.02,4.29,4.47,4.02,47854
TYRA BIOSCIENCES INC.,20.08,11.28,20.27,20.56,20.05,47670
CINEVERSE CORP.,0.8539,2.76,0.825,0.875,0.815,47576
PERMA-FIX ENVIRONMENTAL SERVICES,10.11,0.5,10.0,10.22,9.97,47517
QUHUO LTD.,0.3812,13.0,0.4,0.4087,0.3812,47388
MINK THERAPEUTICS INC.,0.79,12.47,0.8105,0.8105,0.785,47317
VOX ROYALTY CORP.,2.82,2.92,2.79,2.92,2.75,47127
SIGMATRON INTERNATIONAL INC.,2.42,16.92,2.6,2.7,2.41,46988
REALPHA TECH CORP.,1.29,10.77,1.38,1.39,1.29,46967
CERVOMED INC.,11.28,10.53,11.5,12.5,11.26,46924
SYRA HEALTH CORP.,1.32,0.76,1.32,1.34,1.3,46858
B. RILEY FINANCIAL,13.81,10.43,13.8,14.03,13.6,46661
FUSION FUEL GREEN PLC,0.69,13.06,0.72,0.7399,0.69,46613
BAYVIEW ACQUISITION CORP ORD.,10.31,0.1,10.31,10.32,10.31,46531
LOTTERY.COM INC.,0.9439,13.67,0.9412,0.99,0.9037,46523
VEON LTD. ADS,28.4,4.41,27.29,28.4,27.2,46518
AVALON GLOBOCARE,0.2692,10.66,0.27,0.2795,0.2675,46340
PROCESSA PHARMACEUTICALS INC.,1.59,14.79,1.61,1.67,1.59,46300
FIVE STAR BANCORP,27.0,10.59,27.23,27.43,26.69,46239
S&W SEED COMPANY,0.3599,5.85,0.357,0.3599,0.3401,46129
KIORA PHARMACEUTICALS INC.,3.35,2.76,3.26,3.55,3.26,46112
BUSINESS FIRST BANCSHARES INC.,21.46,11.24,21.68,21.68,21.24,46007
EDIBLE GARDEN AG INC.,1.16,2.65,1.15,1.21,1.13,45825
DATA STORAGE CORP.,4.36,12.24,4.4,4.6,4.36,45766
NOCERA INC.,0.8998,21.97,0.7632,0.8998,0.7632,45571
INTELLIGENT LIVING APPLICATION GROUP,0.738,3.94,0.68,0.77,0.68,45561
MOTORCAR PARTS OF AMERICA INC.,6.02,1.18,5.89,6.05,5.89,45537
JOHN B. SANFILIPPO & SON INC.,99.5,10.59,100.01,100.21,99.04,45261
ADS-TEC ENERGY PLC,12.32,12.07,12.43,12.74,12.1,45167
TIGO ENERGY INC.,1.26,12.33,1.27,1.33,1.19,45164
CREDIT ACCEPTANCE,459.18,10.85,463.67,464.58,457.45,44761
INFOBIRD CO. LTD,2.05,7.33,1.96,2.2,1.96,44756
BRP INC.,66.29,11.65,67.32,67.57,66.11,44722
AMERICA S CAR-MART INC.,58.87,10.71,59.56,59.56,57.56,44551
FANGDD NETWORK GROUP,0.39,11.74,0.381,0.3959,0.381,44490
INSTIL BIO INC.,10.8,17.77,11.3,11.53,10.66,44472
ACRIVON THERAPEUTICS INC.,7.69,7.1,7.17,7.69,7.11,44232
PHIO PHARMACEUTICALS,2.44,17.22,2.55,2.82,2.44,44222
TURNSTONE BIOLOGICS,2.31,11.7,2.42,2.42,2.29,44215
N2OFF INC.,0.3611,2.29,0.34,0.367,0.3315,44169
LA ROSA HOLDINGS,1.16,0.0,1.16,1.16,1.13,44168
LULU S FASHION LOUNGE HLD.,1.17,118.75,1.4,1.56,1.17,44134
FTAC EMERALD ACQUISITION,11.07,11.34,11.74,16.3,10.9,44075
DLH HOLDINGS CORP.,9.91,10.3,10.0,10.1,9.85,44031
MEDALLION FINANCIAL,7.9,10.5,7.93,7.99,7.84,44005
ENERGY SERVICES OF AMERICA,6.74,12.03,6.81,6.88,6.69,43657
CARBON REVOLUTION PUBLIC,6.15,2.84,6.0,6.54,5.96,43571
LENSAR INC.,4.02,0.75,3.76,4.1,3.64,43566
AIMEI HEALTH TECHNOLOGY CO. LTD RIGHT,0.25,0.0,0.264,0.264,0.2495,43500
JIUZI HOLDINGS INC.,2.34,17.0,2.13,2.35,2.01,43447
BULLFROG AI HOLDINGS INC.,2.58,4.03,2.46,2.58,2.42,43443
GRINDROD SHIPPING HLD.,14.19,0.28,14.19,14.22,14.13,43442
CAMDEN NATIONAL,36.15,11.93,36.72,36.72,35.52,43428
ENSYSCE BIOSCIENCES INC.,0.3748,1.9,0.37,0.3799,0.366,43416
FIFTH DISTRICT BANCORP INC.,10.29,0.49,10.24,10.29,10.19,43289
PHARVARIS N.V.,16.08,12.31,16.6,16.84,15.55,43247
THORNBURG,16.56,0.3,16.39,16.69,16.39,43212
NUVEEN NASDAQ 100 DYNAMIC OVERWRITE FUN,23.83,0.97,23.64,23.88,23.59,43088
EVERSPIN TECHNOLOGIES INC.,5.22,12.25,5.32,5.35,5.21,42897
ESH ACQUISITION,10.56,10.38,10.54,10.56,10.54,42793
TELA BIO INC.,4.06,10.25,4.07,4.09,4.01,42665
PERFORMANCE SHIPPING INC.,1.96,0.51,1.93,1.97,1.93,42619
IRIDEX CORP.,1.86,10.53,1.88,1.88,1.7,42613
COMMUNITY TRUST BANCORP INC.,45.51,11.24,46.22,46.54,45.12,42558
THE DIXIE GROUP INC.,0.628,6.26,0.5999,0.65,0.5999,42532
ALLOVIR INC.,0.7255,11.29,0.7488,0.75,0.7159,42509
ZIONS BANCORP.,25.61,10.58,25.77,25.77,25.56,42499
B. RILEY FINANCIAL,18.53,0.22,18.49,19.6,18.14,42440
ATHIRA PHARMA INC.,3.01,11.95,3.06,3.07,2.96,42346
ORION ENERGY SYSTEMS INC.,0.98,12.0,0.97,1.0163,0.95,42223
ICZOOM GROUP INC.,2.07,11.43,2.09,2.1,2.06,42180
FORESIGHT AUTONOMOUS HLD.,0.7999,12.4,0.8143,0.8165,0.7901,42131
PURPLE BIOTECH,0.3648,12.69,0.379,0.38,0.3575,42122
HELIUS MEDICAL TECHNOLOGIES,0.773,1.71,0.7601,0.773,0.73,42065
ARB IOT GROUP LTD.,0.28,10.11,0.2858,0.2915,0.2701,42062
PARK-OHIO HOLDINGS,28.05,0.75,27.69,28.48,27.1,41944
HWH INTERNATIONAL INC.,0.422,14.09,0.4476,0.4476,0.4156,41838
ULTRALIFE CORP.,10.09,12.23,10.27,10.37,9.95,41774
GEOSPACE TECHNOLOGIES,8.34,10.36,8.3,8.78,8.27,41739
ABVC BIOPHARMA INC.,0.689,0.69,0.6999,0.7097,0.68,41717
T2 BIOSYSTEMS INC.,3.89,11.02,3.93,4.17,3.89,41573
RETO ECO-SOLUTIONS INC.,0.986,16.1,1.06,1.06,0.9583,41431
OFS CAPITAL CORP.,7.95,10.25,8.04,8.05,7.92,41417
VENUS CONCEPT INC.,0.642,11.43,0.6912,0.731,0.62,41179
BRIGHTHOUSE FINANCIAL,16.48,12.49,16.91,16.91,16.38,41164
ALVOTECH,10.91,0.09,10.68,10.95,10.68,41045
FLORA GROWTH CORP.,0.9398,13.98,0.99,1.0042,0.9304,40865
KIRKLAND S INC.,1.48,11.99,1.53,1.53,1.46,40752
MONROE CAPITAL CORP.,7.44,2.48,7.38,7.49,7.31,40652
LIPOCINE INC.,4.41,0.46,4.26,4.73,3.92,40621
INMUNE BIO INC.,7.36,13.03,7.56,7.56,7.29,40552
MESA LABORATORIES INC.,119.53,16.79,127.56,127.56,119.52,40538
IX ACQUISITION,11.45,0.0,11.45,11.45,11.45,40534
JOHN MARSHALL BANCORP INC.,18.83,12.03,19.05,19.2,18.64,40317
SOLUNA HOLDINGS INC.,4.21,14.75,4.43,4.43,4.19,40242
MICROBOT MEDICAL INC.,0.96,1.77,0.951,0.9713,0.9509,40122
OXFORD LANE CAPITAL,25.58,10.27,25.68,25.7,25.58,39978
EQUILLIUM INC.,0.7,11.55,0.76,0.76,0.7,39965
APTOSE BIOSCIENCES INC.,0.5132,17.53,0.54,0.54,0.501,39933
THE REAL GOOD FOOD CO.,0.435,11.87,0.45,0.4609,0.4247,39816
SOUTHERN MISSOURI BANCORP INC.,49.47,10.08,49.15,49.78,48.63,39747
FLEXSHOPPER INC.,1.01,13.81,1.05,1.05,0.99,39694
SATELLOGIC INC.,1.02,9.68,1.0,1.02,0.97,39567
PONCE FINANCIAL GROUP INC.,9.68,0.21,9.67,10.01,9.57,39360
TRANSACT TECHNOLOGIES INC.,4.32,15.2,4.08,4.44,4.05,39300
ELTEK,10.01,10.89,10.04,10.12,9.98,39244
STAFFING 360 SOLUTIONS INC.,1.41,12.76,1.45,1.46,1.35,39198
ENERGOUS CORP.,0.8136,15.63,0.92,0.92,0.8004,39160
ONCOCYTE CORP.,3.12,1.3,2.95,3.34,2.95,39141
PRIMIS FINANCIAL,11.43,10.17,11.4,11.47,11.32,39107
ESHALLGO INC.,1.7,1.19,1.66,1.91,1.61,38931
DAILY JOURNAL,426.48,11.39,432.18,435.7,417.42,38871
PERCEPTIVE CAPITAL SOLUTIONS CORP,10.09,0.3,10.09,10.09,10.09,38809
SHIFTPIXY INC.,1.11,3.74,1.1,1.14,1.05,38804
URBAN ONE INC.,2.1,16.25,2.19,2.24,2.1,38766
ALPINE 4 HOLDINGS INC.,0.3485,14.63,0.38,0.38,0.3442,38728
HF FOODS GROUP INC.,3.4,0.0,3.41,3.5,3.38,38480
PIONEER BANCORP INC.,10.4,10.1,10.26,10.47,10.26,38260
ORGANOVO HOLDINGS INC.,0.548,2.03,0.54,0.57,0.5206,38124
BRIGHTHOUSE FINANCIAL,24.57,12.73,25.07,25.07,24.43,38014
SOHU.COM LTD.,14.99,10.2,15.02,15.15,14.95,37885
FINANCIAL INSTITUTIONS INC.,23.22,10.04,23.14,23.72,22.6,37873
HINGHAM INSTITUTION FOR SAVINGS,224.01,12.06,227.16,227.8,214.06,37783
ALSET INC.,0.8774,12.2,0.8507,0.9219,0.85,37745
MONDEE HOLDINGS INC.,2.27,12.16,2.26,2.28,2.21,37643
TIPTREE INC.,18.21,0.05,18.2,18.27,18.09,37600
HEARTCORE ENTERPRISES INC.,0.6547,5.61,0.7,0.7003,0.63,37507
GOLDEN MATRIX GROUP INC.,2.18,11.8,2.26,2.26,2.16,37407
BIO-PATH HOLDINGS INC.,1.42,11.39,1.45,1.52,1.37,37271
BEL FUSE INC.,62.04,11.07,62.77,62.77,61.57,37237
ARROW FINANCIAL,27.64,10.72,27.79,27.79,27.21,37118
INVESTAR HOLDING,16.22,10.43,16.34,16.45,16.17,37020
NANO LABS LTD,0.2821,12.76,0.299,0.3017,0.2801,36829
MONOGRAM TECHNOLOGIES INC.,2.56,13.03,2.65,2.69,2.53,36808
SACKS PARENTE GOLF INC.,3.35,114.1,3.73,3.88,3.35,36588
SINTX TECHNOLOGIES INC.,4.4,13.51,4.65,4.68,4.33,36526
REWALK ROBOTICS,3.44,16.52,3.83,3.83,3.4,36345
DORCHESTER MINERALS L.P.,30.33,10.62,30.09,30.4,29.99,36299
BEYONDSPRING INC.,1.94,3.74,1.83,2.09,1.83,36228
SOCIETY PASS INC.,1.26,0.0,1.25,1.3,1.23,36204
PREFERRED BANK,76.51,11.18,77.23,77.26,76.25,36094
CENTURY CASINOS INC.,2.33,10.43,2.33,2.48,2.29,35762
FIRST BANK,14.38,11.24,14.44,14.45,14.3,35757
EASTERN CO.,27.43,10.25,27.4,27.79,26.78,35737
NEUROSENSE THERAPEUTICS,0.659,4.94,0.6594,0.7,0.6401,35647
VISION MARINE TECHNOLOGIES,0.384,0.66,0.4005,0.4105,0.3799,35332
DENALI CAPITAL ACQUISITION,11.45,0.0,11.45,11.45,11.45,35273
GULF ISLAND FABRICATION INC.,5.52,1.85,5.43,5.57,5.35,35267
RADCOM,9.52,1.71,9.38,9.74,9.3,35241
AYRO INC.,0.7699,2.65,0.743,0.7773,0.7033,35150
PRESIDIO PROPERTY TRUST INC.,0.65,13.13,0.67,0.7,0.65,35107
NAUTILUS BIOTECHNOLOGY INC.,2.27,10.87,2.29,2.34,2.25,34986
METROCITY BANKSHARES INC.,27.08,10.66,27.26,27.78,26.78,34830
INTRUSION INC.,1.13,0.89,1.1,1.13,1.1,34811
5E ADVANCED MATERIALS INC.,0.8947,14.96,0.9367,0.952,0.8714,34692
DUOS TECHNOLOGIES GROUP INC.,2.67,3.09,2.67,2.76,2.56,34648
TALPHERA INC.,0.9825,2.29,1.0,1.02,0.95,34265
CYNGN INC.,4.8,16.8,5.1,5.22,4.8,34166
DRILLING TOOLS INTERNATIONAL,4.21,12.09,4.3,4.32,4.07,33941
AMERICAN OUTDOOR BRANDS INC.,8.99,1.93,8.77,9.15,8.63,33831
RCM TECHNOLOGIES INC.,18.33,15.12,19.33,19.33,18.24,33798
TUCOWS INC.,22.29,14.66,24.0,24.0,21.8,33725
PIONEER POWER SOLUTIONS INC.,4.49,0.0,4.47,4.5,4.4,33659
ORIGIN AGRITECH LTD.,2.64,12.58,2.66,2.94,2.64,33572
ERIE INDEMNITY CO.,449.95,1.07,445.66,450.0,444.0,33518
ELEDON PHARMACEUTICALS INC.,2.62,1.55,2.57,2.68,2.57,33378
180 DEGREE CAPITAL,3.35,11.76,3.47,3.53,3.35,33350
36KR HOLDINGS INC. ADS,0.2538,1.52,0.2363,0.2566,0.2363,33302
THE ONCOLOGY INSTITUTE INC.,0.4851,11.86,0.509,0.514,0.4851,33277
DIVERSIFIED HEALTHCARE TRUST 5.625% SE,13.94,0.29,13.84,14.01,13.58,32768
GYRE THERAPEUTICS INC.,10.4,2.67,10.03,10.72,10.03,32748
BLOOMZ INC.,1.28,1.59,1.22,1.29,1.2,32741
UFP TECHNOLOGIES INC.,309.45,10.22,308.57,312.6,307.96,32716
SOUTH PLAINS FINANCIAL INC.,30.83,0.65,30.58,30.87,30.41,32568
VISLINK TECHNOLOGIES INC.,6.4,10.31,6.15,6.59,6.15,32470
FIRST FINANCIAL,40.56,10.69,40.77,40.92,39.88,32308
GRUPO AEROPORTUARIO DEL CENTRO NORTE S.,64.0,11.05,64.66,64.66,63.84,32179
BIOAFFINITY TECHNOLOGIES INC.,1.78,1.14,1.75,1.78,1.68,31930
EXELA TECHNOLOGIES INC.,2.07,14.61,2.16,2.19,2.07,31910
ENSTAR GROUP LTD.,20.49,10.24,20.5,20.72,20.45,31896
FLUX POWER HOLDINGS INC.,3.34,3.41,3.26,3.47,3.22,31891
PCB BANCORP,17.31,10.23,17.25,17.5,17.25,31694
PAVMED INC.,0.831,3.88,0.819,0.856,0.775,31631
FARMERS & MERCHANTS BANCORP,23.97,11.44,24.24,24.4,23.5,31518
CRA INTERNATIONALINC.,153.75,12.06,157.44,157.44,153.38,31511
MAGIC SOFTWARE ENTERPRISES,10.31,10.19,10.3,10.36,10.26,31486
NEONODE INC.,2.68,3.47,2.63,2.7,2.61,31416
TELOMIR PHARMACEUTICALS INC.,4.29,0.7,4.28,4.52,3.98,31348
MILESTONE PHARMACEUTICALS INC.,1.41,0.0,1.43,1.43,1.38,31239
HAYNES INTERNATIONAL INC.,59.84,0.47,59.52,59.84,59.5,31168
CITY HOLDING COMPANY,112.47,10.72,112.79,112.89,111.5,31131
QUINCE THERAPEUTICS INC.,0.69,0.0,0.7,0.7,0.6852,31070
RAYTECH HOLDING LTD.,2.5,111.03,2.83,2.9,2.48,31047
CPI CARD GROUP INC.,25.87,2.66,24.96,26.21,24.93,30978
HEALTHCARE TRUST,14.87,12.36,15.12,15.12,14.7,30899
CAESARSTONE,4.72,11.26,4.87,4.87,4.72,30891
ABLE VIEW GLOBAL INC.,1.18,5.36,1.27,1.36,1.07,30751
MONEYHERO LTD.,1.27,14.51,1.34,1.36,1.25,30740
ALPHAVEST ACQUISITION CORP,11.14,0.0,11.11,11.14,11.1,30701
HELPORT AI LTD.,4.19,19.31,4.06,4.54,3.78,30657
SHIMMICK CORP.,3.74,14.83,3.96,3.96,3.73,30554
BLUE FOUNDRY BANCORP,9.93,10.8,10.03,10.03,9.88,30542
CARECLOUD INC.,2.21,1.84,2.12,2.27,2.11,30471
NEUROONE MEDICAL TECHNOLOGIES,0.7789,5.1,0.76,0.819,0.73,30374
ALPHAVEST ACQUISITION CORP RIGHT,0.1399,16.58,0.13,0.14,0.13,30192
GIGAMEDIA LTD.,1.31,0.0,1.34,1.35,1.3,30101
DURECT CORP.,1.43,12.72,1.45,1.47,1.4,30038
THE HERZFELD CARIBBEAN BASIN FUND,2.27,0.44,2.35,2.35,2.26,29886
XBIOTECH INC.,6.59,0.0,6.27,6.7,6.21,29876
THE YORK WATER CO.,38.15,0.16,38.16,38.23,37.62,29848
EVGO INC. WARRANTS,0.2595,110.55,0.3,0.3,0.25,29762
KAMADA,5.53,1.47,5.5,5.58,5.46,29721
GAUZY,9.87,13.89,10.25,10.69,9.87,29719
ATLAS LITHIUM CORP.,9.46,0.11,9.48,9.88,9.18,29609
SIDUS SPACE INC.,2.32,11.28,2.31,2.37,2.26,29562
HEALTHCARE TRUST,15.93,1.79,15.24,15.93,14.88,29507
SRM ENTERTAINMENT INC.,0.902,13.01,0.99,0.99,0.8648,29321
ALZAMEND NEURO INC.,2.13,10.93,2.11,2.24,2.07,29291
DATASEA INC.,2.16,3.85,2.05,2.16,2.05,29144
SIERRA BANCORP,27.03,0.0,28.0,28.0,26.65,29109
CLIMB GLOBAL SOLUTIONS INC.,78.8,13.37,82.37,82.39,78.2,29065
ZENVIA INC.,1.71,3.01,1.7,1.74,1.62,28989
FIRSTSERVICE CORP.,169.52,0.01,170.17,170.24,167.82,28872
HIREQUEST INC.,13.63,10.45,12.02,13.95,12.02,28847
LEDDARTECH HOLDINGS INC.,0.55,10.2,0.628,0.628,0.52,28760
CYCLO THERAPEUTICS INC.,1.27,4.96,1.2,1.29,1.19,28672
SAFE & GREEN HOLDINGS,1.0,10.99,1.0,1.03,0.94,28656
PERASO INC.,1.23,15.38,1.26,1.3,1.2,28644
FULL HOUSE RESORTS INC.,5.03,12.52,5.07,5.15,5.01,28644
TORO CORP.,3.42,1.48,3.38,3.51,3.32,28635
COCA-COLA CONSOLIDATED INC.,1259.41,10.03,1262.65,1271.12,1254.96,28509
FIRST COMMUNITY BANKSHARES,39.92,12.04,40.45,40.77,39.27,28409
EDGIO INC.,8.96,12.29,9.1,9.16,8.95,28405
BRENMILLER ENERGY LTD,0.6479,2.84,0.63,0.648,0.63,28346
AUDDIA INC.,1.1,6.8,1.07,1.11,1.04,28264
NUVECTIS PHARMA INC.,6.78,10.88,7.0,7.6,6.78,28260
FVCBANKCORP INC.,10.91,11.45,11.0,11.03,10.85,28231
COLONY BANKCORP INC.,13.14,10.83,13.28,13.43,13.07,28177
HOOKIPA PHARMA INC.,4.7,17.11,4.92,5.23,4.7,28148
ATARA BIOTHERAPEUTICS INC.,7.58,11.17,7.78,7.99,7.31,28096
TUNIU CORP.,0.8597,5.71,0.8201,0.86,0.82,28079
AGNC INVESTMENT,24.17,0.79,23.96,24.17,23.95,28069
MARCHEX INC.,1.82,12.67,1.84,1.88,1.62,28063
HEALTHCARE TRIANGLE INC.,0.467,10.64,0.4888,0.4888,0.4313,28017
LINKBANCORP INC.,6.25,12.19,6.39,6.39,6.21,28002
GREAT SOUTHERN BANCORP INC.,55.22,11.07,55.6,55.6,54.72,27941
STAR HLD.,12.48,11.34,12.4,12.68,12.35,27828
TFF PHARMACEUTICALS INC.,1.76,8.64,1.62,1.91,1.62,27819
BRIDGEWATER BANCSHARES INC.,12.9,10.31,12.9,12.97,12.81,27606
EPICQUEST EDUCATION GROUP INTERNATIONAL,0.84,18.7,0.901,0.92,0.84,27486
AUDIOCODES,10.65,0.57,10.6,10.68,10.5,27484
KVH INDUSTRIES INC.,4.49,0.22,4.49,4.59,4.37,27418
SEVEN HILLS REALTY TRUST,12.72,11.17,12.91,12.91,12.71,27408
BRIACELL THERAPEUTICS,0.6003,10.17,0.6,0.618,0.595,27330
POLESTAR AUTOMOTIVE HOLDING UK,0.1309,4.64,0.1251,0.134,0.1251,27325
ALLOT,3.04,11.94,3.1,3.12,2.96,27282
LIGHTBRIDGE CORP.,2.72,0.37,2.71,2.78,2.64,27278
NEUROPACE INC.,6.98,12.24,7.13,7.18,6.92,27187
CITIZENS & NORTHERN CORP,18.46,11.86,18.95,18.96,18.26,27137
ZOOZ POWER,1.96,12.0,2.0,2.14,1.95,27108
TOP FINANCIAL GROUP,2.11,11.4,2.11,2.13,2.1,26743
FREIGHTOS LTD.,1.66,0.61,1.63,1.7,1.6,26719
KINETA INC.,0.598,1.36,0.57,0.64,0.5603,26586
FARMER BROTHERS CO.,2.44,12.4,2.5,2.5,2.42,26567
RECON TECHNOLOGY,2.11,15.8,2.18,2.31,1.99,26561
BAIJIAYUN GROUP LTD CLASS,8.34,0.24,8.39,8.39,8.22,26502
BCB BANCORP INC. (NJ),11.27,10.35,11.33,11.33,11.14,26348
MEI PHARMA INC.,3.4,0.0,3.4,3.48,3.37,26260
NEWGENIVF GROUP LTD.,0.84,1.2,0.8188,0.85,0.81,26191
RANI THERAPEUTICS HLD.,2.26,16.22,2.38,2.54,2.25,26186
KATAPULT HOLDINGS INC.,17.91,14.84,18.6,19.5,17.41,26153
JOHNSON OUTDOORS INC.,36.28,0.22,36.05,36.28,35.79,26143
MIDWESTONE FINANCIAL GROUP,26.25,0.04,26.19,26.51,25.72,26113
CLEAN ENERGY TECHNOLOGIES INC.,1.01,12.88,0.98,1.04,0.96,25992
SYPRIS SOLUTIONS INC.,1.54,13.75,1.58,1.58,1.48,25926
SHENGFENG DEVELOPMENT,1.18,0.0,1.18,1.21,1.16,25915
DONEGAL GROUP INC.,14.23,1.07,14.16,14.23,14.05,25912
FLEXSTEEL INDUSTRIES INC.,34.94,1.42,34.56,35.4,33.56,25860
CHIJET MOTOR CO.,2.51,2.45,2.48,2.73,2.48,25859
HOOKER FURNISHINGS,14.51,11.56,14.74,14.74,14.29,25774
U POWER LTD.,6.3,10.94,6.09,6.5,5.78,25735
COASTAL FINANCIAL,47.41,11.23,47.84,47.97,47.25,25720
VILLAGE SUPER MARKET INC.,28.08,0.97,28.0,28.16,27.27,25693
FIFTH THIRD BANCORP DEPOSITARY SHARE RE,25.39,10.16,25.4,25.44,25.38,25666
MODULAR MEDICAL INC.,1.57,0.0,1.56,1.6,1.52,25642
MIND TECHNOLOGY,12.46,12.5,12.8,12.8,12.46,25613
AMPLITECH GROUP INC.,1.01,2.02,1.0,1.04,1.0,25430
INNOVAGE HOLDING,6.02,0.67,5.94,6.06,5.94,25409
RYVYL INC.,1.82,17.61,2.04,2.04,1.76,25405
INFLECTION POINT ACQUISITION,10.66,0.0,10.67,10.67,10.66,25401
BENEFICIENT,2.29,10.43,2.28,2.36,2.27,25315
DIGIHOST TECHNOLOGY INC.,1.11,11.77,1.15,1.15,1.1,25168
HENNESSY ADVISORS INC.,8.9,6.21,8.52,9.01,8.49,25155
